2.999999999999999889e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000111e-01,4.889654417191336755e+00,-3.807156853316246981e-01
3.104889654417191114e-01,1.048896544171913359e+00,-3.807156853316247188e-05,-3.807156853316246998e-03,-1.700179967602777065e-01,4.999107627836890444e+00,-3.556482153236995569e-01
3.214778416462219512e-01,1.098887620450282210e+00,-1.117079585986948949e-04,-7.363639006553242272e-03,-1.401438963555403372e-01,5.115254703598236752e+00,-3.306569215782161342e-01
3.329782433210846104e-01,1.150040167486264586e+00,-2.184100408220489384e-04,-1.067020822233540403e-02,-1.104852132870879217e-01,5.238281685710092006e+00,-3.058115963976139606e-01
3.450024731645182641e-01,1.202422984343365586e+00,-3.556932826851643640e-04,-1.372832418631154267e-02,-8.114868678643272215e-02,5.368366044410686655e+00,-2.811770105856241098e-01
3.575635396123930110e-01,1.256106644787472471e+00,-5.210942256068421766e-04,-1.654009429216778473e-02,-5.223989666933021025e-02,5.505674456699199304e+00,-2.568120825456791656e-01
3.706751735059376496e-01,1.311163389354464526e+00,-7.121763767830879312e-04,-1.910821511762457459e-02,-2.386288336245503960e-02,5.650360421839857317e+00,-2.327690166733384358e-01
3.843518434416662855e-01,1.367666993572863143e+00,-9.265354296266674989e-04,-2.143590528435795894e-02,3.880226529785091305e-03,5.802561713005669475e+00,-2.090924128403749693e-01
3.986087695486955074e-01,1.425692610702919749e+00,-1.161803723754284683e-03,-2.352682941276170933e-02,3.088958777074143902e-02,5.962397666037758448e+00,-1.858183496056517725e-01
4.134619354223285081e-01,1.485316587363297414e+00,-1.415653852842467010e-03,-2.538501290881822747e-02,5.706799582655658343e-02,6.129966309519008227e+00,-1.629734448291579041e-01
4.289280979269133875e-01,1.546616250458487496e+00,-1.685801326413565024e-03,-2.701474735710980568e-02,8.232123669751773010e-02,6.305341344294204120e+00,-1.405738986404250490e-01
4.450247945659276949e-01,1.609669663901429626e+00,-1.970006189848705607e-03,-2.842048634351405575e-02,1.065584259867168870e-01,6.488568985273855283e+00,-1.186245252513706411e-01
4.617703481034693969e-01,1.674555353754168197e+00,-2.266073505808983198e-03,-2.960673159602776258e-02,1.296923359857365399e-01,6.679664683879138032e+00,-9.711778193612351229e-02
4.791838681093990027e-01,1.741352000592959470e+00,-2.571852599962873125e-03,-3.057790941538899784e-02,1.516397096002050637e-01,6.878609755836864181e+00,-7.603280565393819024e-02
4.972852490909122625e-01,1.810138098151328201e+00,-2.885234974682157009e-03,-3.133823747192837628e-02,1.723215599854296953e-01,7.085347946193447655e+00,-5.533447028883813762e-02
5.160951648670448755e-01,1.880991577613262633e+00,-3.204150796430324695e-03,-3.189158217481675994e-02,1.916634548137416405e-01,7.299781971309734274e+00,-3.497248033706987225e-02
5.356350588403084867e-01,1.953989397326360011e+00,-3.526563866212199111e-03,-3.224130697818745894e-02,2.095957841504991204e-01,7.521770086078709561e+00,-1.488052009659571705e-02
5.559271298221799551e-01,2.029207098187147285e+00,-3.850464988003733137e-03,-3.239011217915341301e-02,2.260540109746814741e-01,7.751122733442686652e+00,5.024519006099602454e-03
5.769943130773956819e-01,2.106718325521574009e+00,-4.173863657894657034e-03,-3.233986698909241397e-02,2.409789034424737464e-01,7.987599342134837244e+00,2.484320640304301525e-02
5.988602562668249307e-01,2.186594318942922222e+00,-4.494778007145277046e-03,-3.209143492506198042e-02,2.543167480579416329e-01,8.230905346964949132e+00,4.469410493753350755e-02
6.215492899909506042e-01,2.268903372412571784e+00,-4.811222945902143486e-03,-3.164449387568664396e-02,2.660195429836131886e-01,8.480689513297878790e+00,6.471413282185729809e-02
6.450863926664061054e-01,2.353710267545550572e+00,-5.121196471376824461e-03,-3.099735254746806973e-02,2.760451707952578659e-01,8.736541652863266449e+00,8.505871531409733843e-02
6.694971495071478929e-01,2.441075684074183183e+00,-5.422664125320095230e-03,-3.014676539432709773e-02,2.843575500591326022e-01,8.997990820744771412e+00,1.059016819226265838e-01
6.948077054299641730e-01,2.531055592281630684e+00,-5.713541611071103372e-03,-2.908774857510083162e-02,2.909267651861798809e-01,9.264504082218403269e+00,1.274348606242481363e-01
7.210447117610023771e-01,2.623700633103814628e+00,-5.991675610759686875e-03,-2.781339996885835025e-02,2.957291740958432058e-01,9.535485931780208091e+00,1.498673166352387232e-01
7.482352666852185585e-01,2.719055492421616815e+00,-6.254822878784746520e-03,-2.631472680250596455e-02,2.987474933020272116e-01,9.810278433841379098e+00,1.734241799211345136e-01
7.764068494528189035e-01,2.817158276760030500e+00,-6.500627728817692970e-03,-2.458048500329462066e-02,2.999708601149831400e-01,1.008816213372167780e+01,1.983450031039337980e-01
8.055872484337913697e-01,2.918039898097247509e+00,-6.726598078540245787e-03,-2.259703497225528171e-02,2.993948717352619693e-01,1.036835775729715081e+01,2.248815899597048362e-01
8.358044831904936078e-01,3.021723475670218928e+00,-6.930080269266828373e-03,-2.034821907265823432e-02,2.970216010990379685e-01,1.065002867662245123e+01,2.532952345154629858e-01
