1.052988767623901367e+00,9.247775077819824219e-01,1.181200027465820312e+00,-4.249320179224014282e-02,-1.636335551738739014e-01,7.864715158939361572e-02,5.061068534851074219e-01,3.774483799934387207e-01,6.347653269767761230e-01,-1.119451165199279785e+00,-1.248049259185791016e+00,-9.908530712127685547e-01
1.063815593719482422e+00,9.353387355804443359e-01,1.192292451858520508e+00,-1.513339579105377197e-03,-1.239145994186401367e-01,1.208879202604293823e-01,5.317222476005554199e-01,4.028175473213195801e-01,6.606269478797912598e-01,-1.119421005249023438e+00,-1.248277425765991211e+00,-9.905645847320556641e-01
1.075627446174621582e+00,9.470480680465698242e-01,1.204206824302673340e+00,4.338904470205307007e-02,-7.913292199373245239e-02,1.659110188484191895e-01,5.572899580001831055e-01,4.282623231410980225e-01,6.863175630569458008e-01,-1.120099425315856934e+00,-1.249081611633300781e+00,-9.911172389984130859e-01
1.087987303733825684e+00,9.592471718788146973e-01,1.216727375984191895e+00,8.725603669881820679e-02,-3.611337393522262573e-02,2.106254398822784424e-01,5.842201113700866699e-01,4.550585746765136719e-01,7.133816480636596680e-01,-1.119538784027099609e+00,-1.248660922050476074e+00,-9.904166460037231445e-01
1.101589202880859375e+00,9.729862213134765625e-01,1.230192184448242188e+00,1.345843374729156494e-01,1.193789392709732056e-02,2.572307884693145752e-01,6.101039052009582520e-01,4.810767173767089844e-01,7.391310930252075195e-01,-1.118959903717041016e+00,-1.247939348220825195e+00,-9.899804592132568359e-01
1.115178823471069336e+00,9.866129159927368164e-01,1.243744730949401855e+00,1.817798912525177002e-01,5.931437015533447266e-02,3.042454123497009277e-01,6.367143392562866211e-01,5.077347755432128906e-01,7.656939029693603516e-01,-1.118414402008056641e+00,-1.247342944145202637e+00,-9.894858002662658691e-01
1.129382014274597168e+00,1.000709533691406250e+00,1.258054494857788086e+00,2.307828962802886963e-01,1.080781444907188416e-01,3.534876406192779541e-01,6.634320616722106934e-01,5.343383550643920898e-01,7.925257682800292969e-01,-1.117275595664978027e+00,-1.246321082115173340e+00,-9.882301092147827148e-01
1.144141197204589844e+00,1.015352487564086914e+00,1.272929906845092773e+00,2.828390896320343018e-01,1.598122119903564453e-01,4.058659672737121582e-01,6.915608048439025879e-01,5.623466968536376953e-01,8.207749128341674805e-01,-1.117036819458007812e+00,-1.246206521987915039e+00,-9.878671169281005859e-01
1.158469557762145996e+00,1.029790520668029785e+00,1.287148594856262207e+00,3.336875736713409424e-01,2.111675441265106201e-01,4.562076032161712646e-01,7.183408141136169434e-01,5.892429947853088379e-01,8.474386334419250488e-01,-1.115576863288879395e+00,-1.244623780250549316e+00,-9.865299463272094727e-01
1.174004793167114258e+00,1.045164704322814941e+00,1.302844882011413574e+00,3.892460167407989502e-01,2.661590874195098877e-01,5.123329162597656250e-01,7.464697957038879395e-01,6.172118186950683594e-01,8.757277727127075195e-01,-1.114476680755615234e+00,-1.243688821792602539e+00,-9.852645397186279297e-01
1.189054608345031738e+00,1.060318708419799805e+00,1.317790508270263672e+00,4.452117979526519775e-01,3.225614726543426514e-01,5.678621530532836914e-01,7.744475007057189941e-01,6.453039646148681641e-01,9.035910367965698242e-01,-1.113035798072814941e+00,-1.242127895355224609e+00,-9.839436411857604980e-01
1.203982234001159668e+00,1.074861168861389160e+00,1.333103299140930176e+00,5.025253891944885254e-01,3.784948885440826416e-01,6.265559196472167969e-01,8.032675385475158691e-01,6.737267971038818359e-01,9.328082799911499023e-01,-1.110586524009704590e+00,-1.240091681480407715e+00,-9.810813665390014648e-01
1.220232725143432617e+00,1.091202139854431152e+00,1.349263310432434082e+00,5.647978186607360840e-01,4.414400160312652588e-01,6.881556510925292969e-01,8.325423598289489746e-01,7.030738592147827148e-01,9.620108604431152344e-01,-1.109807252883911133e+00,-1.239234209060668945e+00,-9.803803563117980957e-01
1.236017942428588867e+00,1.106844305992126465e+00,1.365191578865051270e+00,6.300861239433288574e-01,5.057445764541625977e-01,7.544276714324951172e-01,8.616173863410949707e-01,7.320480942726135254e-01,9.911866784095764160e-01,-1.106599569320678711e+00,-1.236134171485900879e+00,-9.770649671554565430e-01
1.250288724899291992e+00,1.121295571327209473e+00,1.379281878471374512e+00,6.928045153617858887e-01,5.693790912628173828e-01,8.162299394607543945e-01,8.907713294029235840e-01,7.613728046417236328e-01,1.020169854164123535e+00,-1.104823589324951172e+00,-1.234177231788635254e+00,-9.754699468612670898e-01
1.266406655311584473e+00,1.137222886085510254e+00,1.395590424537658691e+00,7.654567360877990723e-01,6.411305665969848633e-01,8.897829055786132812e-01,9.216997027397155762e-01,7.921253442764282227e-01,1.051274061203002930e+00,-1.103040218353271484e+00,-1.232578516006469727e+00,-9.735019207000732422e-01
1.280137419700622559e+00,1.150621414184570312e+00,1.409653425216674805e+00,8.334890007972717285e-01,7.077233195304870605e-01,9.592546820640563965e-01,9.515247941017150879e-01,8.216242790222167969e-01,1.081425309181213379e+00,-1.100575685501098633e+00,-1.230455875396728516e+00,-9.706954956054687500e-01
1.294881463050842285e+00,1.165746092796325684e+00,1.424016833305358887e+00,9.086179137229919434e-01,7.843512296676635742e-01,1.032884597778320312e+00,9.828395247459411621e-01,8.533314466476440430e-01,1.112347602844238281e+00,-1.098310589790344238e+00,-1.227779865264892578e+00,-9.688413143157958984e-01
1.308122634887695312e+00,1.178659915924072266e+00,1.437585353851318359e+00,9.823775887489318848e-01,8.566119074821472168e-01,1.108143329620361328e+00,1.014299869537353516e+00,8.844750523567199707e-01,1.144124746322631836e+00,-1.095559716224670410e+00,-1.225362300872802734e+00,-9.657571315765380859e-01
1.320898890495300293e+00,1.191751480102539062e+00,1.450046300888061523e+00,1.061384439468383789e+00,9.369164109230041504e-01,1.185852408409118652e+00,1.045811176300048828e+00,9.163044691085815430e-01,1.175317883491516113e+00,-1.093950629234313965e+00,-1.223419904708862305e+00,-9.644813537597656250e-01
1.332566022872924805e+00,1.203349947929382324e+00,1.461782097816467285e+00,1.140689730644226074e+00,1.015858292579650879e+00,1.265521168708801270e+00,1.077275276184082031e+00,9.477018117904663086e-01,1.206848740577697754e+00,-1.090940475463867188e+00,-1.220480680465698242e+00,-9.614003300666809082e-01
1.343817353248596191e+00,1.214649200439453125e+00,1.472985506057739258e+00,1.224204182624816895e+00,1.099258184432983398e+00,1.349150180816650391e+00,1.110481739044189453e+00,9.809846878051757812e-01,1.239978790283203125e+00,-1.088850617408752441e+00,-1.218312978744506836e+00,-9.593882560729980469e-01
1.353514194488525391e+00,1.224141359329223633e+00,1.482887029647827148e+00,1.307051062583923340e+00,1.181302428245544434e+00,1.432799696922302246e+00,1.143491983413696289e+00,1.013782978057861328e+00,1.273200988769531250e+00,-1.086059451103210449e+00,-1.215744018554687500e+00,-9.563748836517333984e-01
1.361756205558776855e+00,1.232477426528930664e+00,1.491034984588623047e+00,1.390496492385864258e+00,1.264630317687988281e+00,1.516362667083740234e+00,1.176382064819335938e+00,1.046805858612060547e+00,1.305958271026611328e+00,-1.083229064941406250e+00,-1.212778449058532715e+00,-9.536796808242797852e-01
1.368484377861022949e+00,1.239239215850830078e+00,1.497729539871215820e+00,1.474183559417724609e+00,1.348495602607727051e+00,1.599871516227722168e+00,1.209999561309814453e+00,1.080452322959899902e+00,1.339546799659729004e+00,-1.080527067184448242e+00,-1.210046052932739258e+00,-9.510080814361572266e-01
1.373337149620056152e+00,1.243889689445495605e+00,1.502784609794616699e+00,1.557695508003234863e+00,1.430902719497680664e+00,1.684488296508789062e+00,1.243838548660278320e+00,1.114108800888061523e+00,1.373568296432495117e+00,-1.077730655670166016e+00,-1.207442760467529297e+00,-9.480185508728027344e-01
