2.999999999999999889e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000111e-01,-7.024666508963148814e+00,1.366563839369282496e-01
3.092975333491036483e-01,9.297533349103684897e-01,1.366563839369282542e-05,1.366563839369282522e-03,-1.700179967602777065e-01,-6.085170616327371995e+00,1.200835891518566845e-01
3.179865496365745781e-01,8.689016287470947564e-01,3.933963570257131647e-05,2.567399730887849098e-03,-1.401438963555403372e-01,-5.267918892473949732e+00,1.092914695908093897e-01
3.261487740347981390e-01,8.162224398223552058e-01,7.594277997053074732e-05,3.660314426795942787e-03,-1.104852132870879217e-01,-4.556656858143220745e+00,1.033519481827914061e-01
3.338553327472073562e-01,7.706558712409230516e-01,1.228811190567693037e-04,4.693833908623856396e-03,-8.114868678643272215e-02,-3.937291011868187862e+00,1.014532876912572074e-01
3.411681623584297829e-01,7.312829611222411152e-01,1.799647869121335857e-04,5.708366785536428747e-03,-5.223989666933021025e-02,-3.397599559617774823e+00,1.028847459263536324e-01
3.481412320136904048e-01,6.973069655260634159e-01,2.473369293601332484e-04,6.737214244799965071e-03,-2.386288336245503960e-02,-2.926982033424281759e+00,1.070231609746815915e-01
3.548216034656085927e-01,6.680371451918205583e-01,3.254113879056010376e-04,7.807445854546781090e-03,3.880226529785091305e-03,-2.516242722806308674e+00,1.133213329773020833e-01
3.612503506452461877e-01,6.428747179637575027e-01,4.148179797487990678e-04,8.940659184319802583e-03,3.088958777074143902e-02,-2.157403406950034075e+00,1.212980251473131793e-01
3.674633574841887351e-01,6.213006838942571886e-01,5.163543741067283532e-04,1.015363943579293375e-02,5.706799582655658343e-02,-1.843541424379530724e+00,1.305293944481246415e-01
3.734920101806933346e-01,6.028652696504618325e-01,6.309437079094701046e-04,1.145893338027417947e-02,8.232123669751773010e-02,-1.568649626001065611e+00,1.406416674306585346e-01
3.793637979145978445e-01,5.871787733904512141e-01,7.595972084552777637e-04,1.286535005458076461e-02,1.065584259867168870e-01,-1.327515216538356801e+00,1.513048905802407695e-01
3.851028341268485367e-01,5.739036212250676616e-01,9.033811980591094533e-04,1.437839896038317286e-02,1.296923359857365399e-01,-1.115614895979520904e+00,1.622276020998764390e-01
3.907303088495012733e-01,5.627474722652724415e-01,1.063387947872928858e-03,1.600067498138193697e-02,1.516397096002050637e-01,-9.290240685250195085e-01,1.731522904757021586e-01
3.962648811653015080e-01,5.534572315800222464e-01,1.240709926734318404e-03,1.773219788613895898e-02,1.723215599854296953e-01,-7.643381955935441008e-01,1.838515228756578135e-01
4.017230196615423909e-01,5.458138496240868553e-01,1.436417057883273857e-03,1.957071311489553753e-02,1.916634548137416405e-01,-6.186046365237312106e-01,1.941246426592609930e-01
4.071192976941309105e-01,5.396278032588495144e-01,1.651536653298155263e-03,2.151195954148814662e-02,2.095957841504991204e-01,-4.892635506822932134e-01,2.037949497231201224e-01
4.124666493716511728e-01,5.347351677520265634e-01,1.887035743685348778e-03,2.354990903871934799e-02,2.260540109746814741e-01,-3.740966325159977846e-01,2.127072900323922211e-01
4.177765913859198266e-01,5.309942014268665966e-01,2.143805563075781677e-03,2.567698193904327172e-02,2.409789034424737464e-01,-2.711826210246655600e-01,2.207259915894831115e-01
4.230594151380860368e-01,5.282823752166199149e-01,2.422647981625162660e-03,2.788424185493810353e-02,2.543167480579416329e-01,-1.788586710715633354e-01,2.277330934295656584e-01
4.283243530231450880e-01,5.264937885059043365e-01,2.724263709517500080e-03,3.016157278923375928e-02,2.660195429836131886e-01,-9.568679929171346188e-02,2.336268221923936683e-01
4.335797222282749552e-01,5.255369205129871713e-01,3.049242119629077229e-03,3.249784101115769930e-02,2.760451707952578659e-01,-2.042472505957520362e-02,2.383202775852741317e-01
4.388330489608988638e-01,5.253326732623914141e-01,3.398052557499181732e-03,3.488104378701044339e-02,2.843575500591326022e-01,4.799948042393505782e-02,2.417402937942733643e-01
4.440911756415651945e-01,5.258126680666307395e-01,3.771037024748713582e-03,3.729844672495317981e-02,2.909267651861798809e-01,1.105094441935764310e-01,2.438264487731637287e-01
4.493603532666508582e-01,5.269177625085664785e-01,4.168404136875561786e-03,3.973671121268481515e-02,2.957291740958432058e-01,1.678996793954696809e-01,2.445301974763368080e-01
4.546463208596760452e-01,5.285967593025211464e-01,4.590224268750043440e-03,4.218201318744818629e-02,2.987474933020272116e-01,2.208522905184867047e-01,2.438141086180760642e-01
4.599543736817531259e-01,5.308052822077060640e-01,5.036425811486332747e-03,4.462015427362894804e-02,2.999708601149831400e-01,2.699515245311089329e-01,2.416511875341086635e-01
4.652894216562832863e-01,5.335047974530171544e-01,5.506792472976033276e-03,4.703666614897003551e-02,2.993948717352619693e-01,3.156964524579193854e-01,2.380242702748829597e-01
4.706560392760592570e-01,5.366617619775962966e-01,6.000961561493221678e-03,4.941690885171886455e-02,2.970216010990379685e-01,3.585120279077154692e-01,2.329254762429129599e-01
4.760585080986259876e-01,5.402468822566734996e-01,6.518423197634701759e-03,5.174616361414799415e-02,2.928595894177767334e-01,3.987587361966563604e-01,2.263557085569317118e-01
4.815008527948123618e-01,5.442344696186400821e-01,7.058520404631875300e-03,5.400972069971730904e-02,2.869238154390976181e-01,4.367410192770295185e-01,2.183241929320923480e-01
4.869868715929264735e-01,5.486018798114103978e-01,7.620450030922257777e-03,5.619296262903823030e-02,2.792356415394571245e-01,4.727146370708679157e-01,2.088480472486748674e-01
4.925201618547476734e-01,5.533290261821190992e-01,8.203264461937507385e-03,5.828144310152497815e-02,2.698227368426624473e-01,5.068931044919446904e-01,1.979518751756500494e-01
4.981041414270180323e-01,5.583979572270385550e-01,8.805874080470321372e-03,6.026096185328147503e-02,2.587189776409049013e-01,5.394533249677702091e-01,1.856673782484497826e-01
5.037420663317851988e-01,5.637924904767162015e-01,9.427050436827981092e-03,6.211763563576597202e-02,2.459643254766897824e-01,5.705405252580434405e-01,1.720329816961825575e-01
5.094370452890781831e-01,5.694978957292966548e-01,1.006543009135525864e-02,6.383796545272779621e-02,2.316046833244368441e-01,6.002725824742629612e-01,1.570934700922903549e-01
5.151920515046185534e-01,5.755006215540392489e-01,1.071951909289176573e-02,6.540890015365069532e-02,2.156917303893415294e-01,6.287438221501898683e-01,1.408996295810408250e-01
5.210099321023740071e-01,5.817880597755411554e-01,1.138769805738637682e-02,6.681789644946110884e-02,1.982827361180433678e-01,6.560283557478573391e-01,1.235078940244028339e-01
5.268934155357042348e-01,5.883483433330197743e-01,1.206822781128342841e-02,6.805297538970513094e-02,1.794403540904608851e-01,6.821830168957038198e-01,1.049799929316712205e-01
5.328451172707240335e-01,5.951701735019767625e-01,1.275925556447364724e-02,6.910277531902184189e-02,1.592323965345631143e-01,7.072499477609959229e-01,8.538259948772958241e-02
5.388675440005199491e-01,6.022426729795866684e-01,1.345882157761263929e-02,6.995660131389913605e-02,1.377315902755752997e-01,7.312588800990320603e-01,6.478697739355977758e-02
